"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.222350250E0,8.173004150E-2,5.553451538E-2,9.802066498E0,9.802564537E0
3.232392250E0,8.876541138E-2,7.589218140E-2,9.830657043E0,9.831350712E0
3.242435250E0,9.969268799E-2,6.586303711E-2,9.818831635E0,9.819558607E0
3.252478250E0,1.092727661E-1,5.598358154E-2,9.800719299E0,9.801488330E0
3.262520250E0,9.924362183E-2,6.092330933E-2,9.816586304E0,9.817276995E0
3.272563250E0,1.041833496E-1,7.499404907E-2,9.818831635E0,9.819670715E0
3.282606250E0,9.819580078E-2,6.855743408E-2,9.819131012E0,9.819861321E0
3.292648250E0,1.101708984E-1,7.259902954E-2,9.817185059E0,9.818071640E0
3.302691250E0,9.744735718E-2,7.514373779E-2,9.820927277E0,9.821698180E0
3.312734250E0,9.175918579E-2,6.900650024E-2,9.824968872E0,9.825639673E0
3.322776250E0,9.430389404E-2,7.469467163E-2,9.811646576E0,9.812384066E0
3.332819250E0,1.008901978E-1,7.634124756E-2,9.809251556E0,9.810067427E0
3.342862250E0,9.789642334E-2,6.930587769E-2,9.809401245E0,9.810134546E0
3.352904250E0,9.490264893E-2,6.945556641E-2,9.800868988E0,9.801574542E0
3.362947250E0,9.385482788E-2,6.735992432E-2,9.817484436E0,9.818164123E0
3.372990250E0,9.220825195E-2,7.020401001E-2,9.821975098E0,9.822658794E0
3.383032250E0,1.131646729E-1,7.619155884E-2,9.806856537E0,9.807805388E0
3.393075250E0,1.091230774E-1,7.349716187E-2,9.818532257E0,9.819413697E0
3.403118250E0,9.759704590E-2,6.601272583E-2,9.812544708E0,9.813252087E0
3.413161250E0,1.013392639E-1,5.912704468E-2,9.809850311E0,9.810551910E0
3.423203250E0,9.250762939E-2,6.915618896E-2,9.806108093E0,9.806788270E0
3.433246250E0,8.592132568E-2,6.601272583E-2,9.826166382E0,9.826763756E0
3.443289250E0,9.759704590E-2,6.466552734E-2,9.818681946E0,9.819379918E0
3.453331250E0,9.131011963E-2,8.472381592E-2,9.808652802E0,9.809443687E0
3.463374250E0,8.786727905E-2,6.676116943E-2,9.801467743E0,9.802088942E0
3.473417250E0,1.074765015E-1,6.032455444E-2,9.807305603E0,9.808080008E0
3.483458917E0,9.849517822E-2,7.200027466E-2,9.796378326E0,9.797138034E0
3.493501917E0,1.098715210E-1,7.050338745E-2,9.808203735E0,9.809072484E0
3.503544917E0,9.400451660E-2,5.837860107E-2,9.806856537E0,9.807480821E0
3.513586917E0,9.460327148E-2,5.942642212E-2,9.825567627E0,9.826202749E0
3.523629917E0,1.062789917E-1,5.718109131E-2,9.820927277E0,9.821668772E0
3.533672917E0,1.026864624E-1,6.840774536E-2,9.825417938E0,9.826192640E0
3.543714917E0,9.520202637E-2,6.945556641E-2,9.823621674E0,9.824328490E0
3.553757917E0,8.442443848E-2,5.493576050E-2,9.805209961E0,9.805727296E0
3.563800917E0,1.041833496E-1,6.915618896E-2,9.815538483E0,9.816334981E0
3.573842917E0,9.610015869E-2,6.960525513E-2,9.818382568E0,9.819099571E0
3.583885917E0,9.220825195E-2,6.077362061E-2,9.810898132E0,9.811519656E0
3.593928917E0,8.217910767E-2,6.346801758E-2,9.818831635E0,9.819380646E0
3.603970917E0,9.370513916E-2,7.963439941E-2,9.818382568E0,9.819152639E0
3.614013917E0,9.624984741E-2,7.289840698E-2,9.811197510E0,9.811940419E0
3.624056917E0,1.100212097E-1,7.274871826E-2,9.813891907E0,9.814778214E0
3.634098917E0,9.041198730E-2,7.469467163E-2,9.810449066E0,9.811150009E0
3.644141917E0,9.220825195E-2,7.334747314E-2,9.812844086E0,9.813551409E0
3.654184917E0,1.023870850E-1,7.140151978E-2,9.817035370E0,9.817828922E0
3.664227917E0,8.472381592E-2,8.158035278E-2,9.817634125E0,9.818338622E0
3.674269917E0,1.001417542E-1,7.229965210E-2,9.810748444E0,9.811525908E0
3.684312917E0,1.055305481E-1,5.269042969E-2,9.816137238E0,9.816845891E0
3.694355917E0,1.065783691E-1,7.229965210E-2,9.811945953E0,9.812791121E0
3.704397917E0,1.050814819E-1,6.825805664E-2,9.830207977E0,9.831006569E0
3.714440917E0,1.010398865E-1,5.179229736E-2,9.810598755E0,9.811255752E0
3.724483917E0,9.939331055E-2,6.256988525E-2,9.809700623E0,9.810403678E0
3.734525917E0,8.427474976E-2,7.679031372E-2,9.828411713E0,9.829072987E0
3.744568917E0,9.190887451E-2,6.975494385E-2,9.805808716E0,9.806487524E0
3.754611917E0,9.026229858E-2,7.679031372E-2,9.818532257E0,9.819247411E0
3.764653917E0,9.999206543E-2,7.379653931E-2,9.801318054E0,9.802105893E0
3.774696917E0,9.355545044E-2,7.170089722E-2,9.821226654E0,9.821933956E0
3.784739917E0,9.714797974E-2,6.840774536E-2,9.810598755E0,9.811318223E0
3.794781917E0,8.891510010E-2,6.810836792E-2,9.805209961E0,9.805849633E0
3.804824917E0,8.083190918E-2,7.319778442E-2,9.813143463E0,9.813749352E0
3.814867917E0,8.592132568E-2,7.125183105E-2,9.812395020E0,9.813029874E0
3.824909917E0,8.966354370E-2,6.915618896E-2,9.814191284E0,9.814844507E0
3.834952917E0,8.816665649E-2,7.514373779E-2,9.809700623E0,9.810384612E0
3.844995917E0,1.031355286E-1,7.634124756E-2,9.804461517E0,9.805301146E0
3.855038917E0,9.265731812E-2,7.050338745E-2,9.806557159E0,9.807248311E0
3.865080917E0,8.996292114E-2,7.080276489E-2,9.814640350E0,9.815308022E0
3.875123917E0,8.681945801E-2,7.140151978E-2,9.815089417E0,9.815733088E0
3.885166917E0,9.535171509E-2,7.095245361E-2,9.816286926E0,9.817006429E0
3.895208917E0,9.340576172E-2,5.763015747E-2,9.809850311E0,9.810464260E0
3.905251917E0,7.813751221E-2,6.167175293E-2,9.807904358E0,9.808409492E0
3.915294917E0,9.071136475E-2,7.708969116E-2,9.815239105E0,9.815960985E0
3.925336917E0,1.115180969E-1,5.867797852E-2,9.817783813E0,9.818592486E0
3.935379917E0,9.355545044E-2,6.915618896E-2,9.814790039E0,9.815479546E0
3.945422917E0,9.969268799E-2,7.364685059E-2,9.813592529E0,9.814375213E0
3.955464917E0,9.789642334E-2,7.185058594E-2,9.817035370E0,9.817786394E0
3.965507917E0,1.001417542E-1,6.167175293E-2,9.810898132E0,9.811603026E0
3.975550917E0,7.559280396E-2,6.631210327E-2,9.807754669E0,9.808270144E0
3.985592917E0,8.068222046E-2,6.571334839E-2,9.807455292E0,9.808007298E0
3.995635917E0,9.325607300E-2,5.897735596E-2,9.814490662E0,9.815110900E0
4.005678917E0,8.083190918E-2,6.182144165E-2,9.813143463E0,9.813671093E0
4.015720917E0,9.220825195E-2,6.735992432E-2,9.820029144E0,9.820693057E0
4.025763917E0,1.050814819E-1,6.900650024E-2,9.826316071E0,9.827120206E0
4.035806917E0,9.954299927E-2,6.945556641E-2,9.826765137E0,9.827514739E0
4.045848917E0,1.038839722E-1,6.571334839E-2,9.823022919E0,9.823792006E0
4.055891917E0,1.032852173E-1,7.110214233E-2,9.803713074E0,9.804514949E0
4.065934917E0,7.604187012E-2,6.556365967E-2,9.812245331E0,9.812759010E0
4.075977917E0,8.846603394E-2,6.152206421E-2,9.815987549E0,9.816578974E0
4.086019917E0,8.786727905E-2,6.361770630E-2,9.815089417E0,9.815688877E0
4.096062917E0,1.044827271E-1,6.646179199E-2,9.804311829E0,9.805093791E0
4.106105917E0,1.041833496E-1,7.484436035E-2,9.813742218E0,9.814580591E0
4.116147917E0,9.789642334E-2,7.274871826E-2,9.819280701E0,9.820038165E0
4.126190917E0,9.580078125E-2,7.259902954E-2,9.811796265E0,9.812532514E0
4.136233917E0,1.190025330E-1,7.050338745E-2,9.812095642E0,9.813070530E0
4.146275917E0,9.101074219E-2,7.544311523E-2,9.812245331E0,9.812957406E0
4.156318917E0,9.101074219E-2,6.107299805E-2,9.807006226E0,9.807618670E0
4.166361917E0,1.029858398E-1,7.140151978E-2,9.822873230E0,9.823672569E0
4.176403917E0,9.505233765E-2,6.167175293E-2,9.824519806E0,9.825173167E0
4.186446917E0,1.010398865E-1,6.900650024E-2,9.817484436E0,9.818246870E0
4.196489917E0,1.001417542E-1,6.870712280E-2,9.800569611E0,9.801322040E0
4.206531917E0,1.001417542E-1,6.316864014E-2,9.816885681E0,9.817599662E0
4.216574917E0,1.020877075E-1,6.691085815E-2,9.814191284E0,9.814950307E0
4.226617917E0,8.592132568E-2,6.466552734E-2,9.827812958E0,9.828401276E0
4.236660917E0,7.993377686E-2,7.319778442E-2,9.805060272E0,9.805659298E0
4.246702917E0,8.262817383E-2,8.053253174E-2,9.818232880E0,9.818910825E0
4.256745917E0,1.034349060E-1,8.098159790E-2,9.810748444E0,9.811627889E0
4.266788917E0,8.382568359E-2,6.661148071E-2,9.798923035E0,9.799507971E0
4.276830917E0,6.481521606E-2,6.361770630E-2,9.803413696E0,9.803834369E0
4.286873917E0,9.460327148E-2,7.020401001E-2,9.820029144E0,9.820735755E0
4.296916917E0,9.879455566E-2,5.882766724E-2,9.832752686E0,9.833424959E0
4.306958917E0,8.891510010E-2,6.571334839E-2,9.810748444E0,9.811371421E0
4.317001917E0,9.385482788E-2,7.005432129E-2,9.802515564E0,9.803215173E0
4.327044917E0,8.756790161E-2,6.346801758E-2,9.812993774E0,9.813589717E0
4.337086917E0,9.220825195E-2,7.424560547E-2,9.822424164E0,9.823137545E0
4.347129917E0,9.954299927E-2,7.349716187E-2,9.816286926E0,9.817066754E0
4.357172917E0,1.110690308E-1,6.316864014E-2,9.827513580E0,9.828344203E0
4.367214917E0,1.080752563E-1,6.316864014E-2,9.797725525E0,9.798525195E0
4.377257917E0,9.205856323E-2,6.346801758E-2,9.818681946E0,9.819318618E0
4.387300917E0,1.121168518E-1,6.631210327E-2,9.827812958E0,9.828676158E0
4.397342917E0,9.984237671E-2,5.807922363E-2,9.823471985E0,9.824151034E0
4.407385917E0,8.652008057E-2,6.301895142E-2,9.817035370E0,9.817618885E0
4.417428917E0,8.831634521E-2,6.990463257E-2,9.821975098E0,9.822620895E0
4.427471917E0,8.412506104E-2,8.247848511E-2,9.825417938E0,9.826124230E0
4.437513917E0,1.065783691E-1,7.185058594E-2,9.809700623E0,9.810542684E0
4.447556917E0,1.050814819E-1,7.020401001E-2,9.810748444E0,9.811562350E0
4.457599917E0,9.220825195E-2,7.559280396E-2,9.829908600E0,9.830631705E0
4.467641917E0,9.445358276E-2,5.882766724E-2,9.814490662E0,9.815121452E0
4.477684917E0,8.756790161E-2,6.601272583E-2,9.802964630E0,9.803577987E0
4.487727375E0,1.097218323E-1,7.948471069E-2,9.808952179E0,9.809887846E0
4.497769375E0,1.089733887E-1,6.406677246E-2,9.822424164E0,9.823237562E0
4.507812375E0,9.804611206E-2,6.526428223E-2,9.816137238E0,9.816843827E0
4.517855375E0,8.741821289E-2,7.484436035E-2,9.825567627E0,9.826241541E0
4.527897375E0,9.699829102E-2,7.708969116E-2,9.824370117E0,9.825151382E0
4.537940375E0,1.160087585E-1,6.586303711E-2,9.807754669E0,9.808661867E0
4.547983375E0,1.035845947E-1,6.586303711E-2,9.817484436E0,9.818251798E0
4.558025375E0,1.029858398E-1,9.131011963E-2,9.824968872E0,9.825932880E0
4.568068375E0,9.804611206E-2,6.197113037E-2,9.799372101E0,9.800058522E0
4.578111375E0,1.076261902E-1,5.837860107E-2,9.821226654E0,9.821989842E0
4.588153375E0,1.031355286E-1,5.538482666E-2,9.814790039E0,9.815488166E0
4.598196375E0,9.999206543E-2,6.765930176E-2,9.826465759E0,9.827207412E0
4.608239375E0,1.133143616E-1,7.813751221E-2,9.825268250E0,9.826232329E0
4.618282375E0,8.502319336E-2,6.795867920E-2,9.818681946E0,9.819285233E0
4.628324375E0,8.382568359E-2,5.538482666E-2,9.808652802E0,9.809167345E0
4.638367375E0,1.046324158E-1,6.721023560E-2,9.806257782E0,9.807046285E0
4.648410375E0,1.025367737E-1,6.002517700E-2,9.816586304E0,9.817305306E0
4.658452375E0,8.876541138E-2,6.077362061E-2,9.815688171E0,9.816277655E0
4.668495375E0,1.101708984E-1,7.185058594E-2,9.817185059E0,9.818066134E0
4.678538375E0,9.535171509E-2,6.915618896E-2,9.795180817E0,9.795889023E0
4.688580375E0,1.014889526E-1,6.885681152E-2,9.830806732E0,9.831571709E0
4.698623375E0,8.038284302E-2,6.346801758E-2,9.819580078E0,9.820114180E0
4.708666375E0,8.906478882E-2,6.900650024E-2,9.826765137E0,9.827411027E0
4.718708375E0,9.265731812E-2,6.107299805E-2,9.819580078E0,9.820207136E0
4.728751375E0,9.505233765E-2,7.664062500E-2,9.810000000E0,9.810759845E0
4.738794375E0,9.190887451E-2,7.559280396E-2,9.804910583E0,9.805632721E0
4.748836375E0,8.173004150E-2,7.035369873E-2,9.826316071E0,9.826907803E0
4.758879375E0,9.909393311E-2,7.439529419E-2,9.807904358E0,9.808687076E0
4.768922375E0,1.043330383E-1,6.631210327E-2,9.813742218E0,9.814520824E0
4.778965375E0,1.049317932E-1,7.409591675E-2,9.824220428E0,9.825060199E0
4.789007375E0,8.472381592E-2,6.526428223E-2,9.815538483E0,9.816121090E0
4.799050375E0,1.007405090E-1,7.229965210E-2,9.813742218E0,9.814525572E0
4.809093375E0,1.133143616E-1,7.050338745E-2,9.814640350E0,9.815547671E0
4.819135375E0,9.639953613E-2,6.017486572E-2,9.818831635E0,9.819489221E0
4.829178375E0,9.684860229E-2,6.571334839E-2,9.807006226E0,9.807704574E0
4.839221375E0,8.592132568E-2,7.589218140E-2,9.816286926E0,9.816956306E0
4.849263375E0,1.050814819E-1,7.155120850E-2,9.819729767E0,9.820552652E0
4.859306375E0,1.022373962E-1,6.975494385E-2,9.815688171E0,9.816468434E0
4.869349375E0,8.681945801E-2,9.041198730E-2,9.811496887E0,9.812297545E0
4.879391375E0,8.637039185E-2,8.143066406E-2,9.807604980E0,9.808323315E0
4.889434375E0,9.041198730E-2,7.424560547E-2,9.828711090E0,9.829407329E0
4.899477375E0,9.265731812E-2,7.589218140E-2,9.820328522E0,9.821058867E0
4.909519375E0,8.472381592E-2,6.646179199E-2,9.829309845E0,9.829899660E0
4.919562375E0,9.984237671E-2,7.065307617E-2,9.824669495E0,9.825430832E0
4.929605375E0,9.565109253E-2,7.694000244E-2,9.820328522E0,9.821095721E0
4.939647375E0,8.726852417E-2,6.915618896E-2,9.818382568E0,9.819013934E0
4.949690375E0,8.681945801E-2,6.885681152E-2,9.820029144E0,9.820654320E0
4.959733375E0,8.981323242E-2,6.346801758E-2,9.809700623E0,9.810317065E0
4.969776375E0,1.043330383E-1,8.382568359E-2,9.808652802E0,9.809565837E0
4.979818375E0,9.056167603E-2,6.346801758E-2,9.806706848E0,9.807330361E0
4.989861375E0,8.592132568E-2,6.316864014E-2,9.810000000E0,9.810579634E0
4.999904375E0,1.110690308E-1,7.005432129E-2,9.798773346E0,9.799653209E0
5.009946375E0,1.044827271E-1,7.349716187E-2,9.804012451E0,9.804844650E0
5.019989375E0,9.250762939E-2,6.571334839E-2,9.811347198E0,9.812003351E0
5.030032375E0,8.457412720E-2,6.122268677E-2,9.813891907E0,9.814447277E0
5.040074375E0,9.250762939E-2,7.364685059E-2,9.809700623E0,9.810413234E0
5.050117375E0,1.134640503E-1,8.038284302E-2,9.810898132E0,9.811883492E0
5.060160375E0,9.056167603E-2,6.990463257E-2,9.813891907E0,9.814558698E0
5.070202375E0,1.007405090E-1,7.155120850E-2,9.823921051E0,9.824698115E0
5.080245375E0,9.834548950E-2,7.439529419E-2,9.806407471E0,9.807182775E0
5.090288375E0,8.487350464E-2,6.541397095E-2,9.805659027E0,9.806244513E0
5.100330375E0,9.924362183E-2,7.259902954E-2,9.809101868E0,9.809872546E0
5.110373375E0,1.040336609E-1,7.948471069E-2,9.806557159E0,9.807431067E0
5.120416375E0,1.005908203E-1,7.259902954E-2,9.811047821E0,9.811832065E0
5.130459375E0,8.756790161E-2,7.214996338E-2,9.803713074E0,9.804369627E0
5.140501375E0,9.714797974E-2,6.990463257E-2,9.809101868E0,9.809831998E0
5.150544375E0,1.070274353E-1,6.930587769E-2,9.820777588E0,9.821605297E0
5.160587375E0,8.996292114E-2,6.346801758E-2,9.824669495E0,9.825286367E0
5.170629375E0,9.639953613E-2,7.529342651E-2,9.829309845E0,9.830070905E0
5.180672375E0,9.699829102E-2,6.227050781E-2,9.827214203E0,9.827890174E0
5.190715375E0,9.325607300E-2,6.331832886E-2,9.815837860E0,9.816485053E0
5.200757375E0,1.017883301E-1,6.137237549E-2,9.819580078E0,9.820299402E0
5.210800375E0,9.011260986E-2,7.873626709E-2,9.823322296E0,9.824051131E0
5.220843375E0,9.475296021E-2,6.107299805E-2,9.796977081E0,9.797625629E0
5.230885375E0,1.065783691E-1,6.032455444E-2,9.815239105E0,9.816003092E0
5.240928375E0,9.325607300E-2,7.813751221E-2,9.830507355E0,9.831260195E0
5.250971375E0,9.026229858E-2,7.304809570E-2,9.825717316E0,9.826403415E0
5.261014375E0,9.879455566E-2,5.343887329E-2,9.809251556E0,9.809894606E0
5.271056375E0,9.430389404E-2,6.661148071E-2,9.821226654E0,9.821905279E0
5.281099375E0,9.624984741E-2,6.436614990E-2,9.814490662E0,9.815173660E0
5.291142375E0,8.247848511E-2,6.436614990E-2,9.828711090E0,9.829267897E0
5.301184375E0,9.460327148E-2,7.304809570E-2,9.815239105E0,9.815966814E0
5.311227375E0,9.624984741E-2,6.750961304E-2,9.824968872E0,9.825672237E0
5.321270375E0,8.232879639E-2,6.107299805E-2,9.823771362E0,9.824306170E0
5.331312375E0,1.088237000E-1,6.256988525E-2,9.808652802E0,9.809456018E0
5.341355375E0,9.684860229E-2,7.170089722E-2,9.812245331E0,9.812985229E0
5.351398375E0,9.026229858E-2,8.247848511E-2,9.821526031E0,9.822287085E0
5.361440375E0,1.079255676E-1,6.661148071E-2,9.819879456E0,9.820698424E0
5.371483375E0,1.035845947E-1,6.676116943E-2,9.801467743E0,9.802242434E0
5.381526375E0,8.726852417E-2,7.798782349E-2,9.813442841E0,9.814140731E0
5.391568375E0,1.017883301E-1,6.750961304E-2,9.812993774E0,9.813753881E0
5.401611375E0,1.113684082E-1,6.840774536E-2,9.804760895E0,9.805631991E0
5.411654375E0,9.490264893E-2,8.217910767E-2,9.796827393E0,9.797631697E0
5.421697375E0,9.759704590E-2,8.262817383E-2,9.808652802E0,9.809486346E0
5.431739375E0,9.250762939E-2,8.352630615E-2,9.807455292E0,9.808247224E0
5.441782375E0,9.894424438E-2,7.125183105E-2,9.829459534E0,9.830215741E0
5.451825375E0,1.028361511E-1,8.472381592E-2,9.825867004E0,9.826770364E0
5.461867375E0,1.068777466E-1,6.945556641E-2,9.803114319E0,9.803942945E0
5.471910375E0,9.744735718E-2,5.763015747E-2,9.823921051E0,9.824573377E0
5.481953375E0,1.002914429E-1,6.646179199E-2,9.820178833E0,9.820915836E0
5.491995500E0,1.115180969E-1,6.511459351E-2,9.817634125E0,9.818483386E0
5.502038500E0,9.445358276E-2,7.035369873E-2,9.828711090E0,9.829416708E0
5.512081500E0,1.095721436E-1,6.706054688E-2,9.811197510E0,9.812038511E0
5.522123500E0,9.789642334E-2,6.511459351E-2,9.817484436E0,9.818188441E0
5.532166500E0,8.966354370E-2,5.448669434E-2,9.811347198E0,9.811908183E0
5.542209500E0,1.086740112E-1,7.080276489E-2,9.791438599E0,9.792297631E0
5.552251500E0,1.044827271E-1,8.502319336E-2,9.806407471E0,9.807332617E0
5.562294500E0,9.729766846E-2,6.706054688E-2,9.821076965E0,9.821787857E0
5.572337500E0,1.068777466E-1,6.137237549E-2,9.821526031E0,9.822299273E0
5.582380500E0,1.017883301E-1,8.053253174E-2,9.820178833E0,9.821036537E0
5.592422500E0,9.669891357E-2,7.005432129E-2,9.831106110E0,9.831831245E0
5.602465500E0,8.502319336E-2,7.454498291E-2,9.827513580E0,9.828164074E0
5.612508500E0,9.969268799E-2,6.406677246E-2,9.820478210E0,9.821193179E0
5.622550500E0,1.023870850E-1,5.882766724E-2,9.815837860E0,9.816548105E0
5.632593500E0,9.924362183E-2,6.047424316E-2,9.835896149E0,9.836582713E0
5.642636500E0,8.741821289E-2,6.481521606E-2,9.809550934E0,9.810154559E0
5.652678500E0,8.786727905E-2,6.960525513E-2,9.809550934E0,9.810191388E0
5.662721500E0,9.894424438E-2,6.301895142E-2,9.822124786E0,9.822825290E0
5.672764500E0,9.759704590E-2,6.990463257E-2,9.823322296E0,9.824055821E0
5.682806500E0,8.637039185E-2,7.244934082E-2,9.824070740E0,9.824717535E0
5.692849500E0,9.744735718E-2,6.541397095E-2,9.809700623E0,9.810402707E0
5.702892500E0,9.804611206E-2,8.352630615E-2,9.808503113E0,9.809348755E0
5.712934500E0,8.711883545E-2,8.083190918E-2,9.813592529E0,9.814312091E0
5.722977500E0,1.088237000E-1,7.499404907E-2,9.824220428E0,9.825109350E0
5.733020500E0,1.034349060E-1,7.349716187E-2,9.818681946E0,9.819501808E0
5.743063500E0,1.047821045E-1,5.014572144E-2,9.798473969E0,9.799162515E0
5.753105500E0,9.744735718E-2,5.942642212E-2,9.820627899E0,9.821291148E0
5.763148500E0,8.951385498E-2,6.765930176E-2,9.823621674E0,9.824262481E0
5.773191500E0,1.089733887E-1,7.259902954E-2,9.816586304E0,9.817459573E0
5.783233500E0,1.049317932E-1,7.005432129E-2,9.820627899E0,9.821438317E0
5.793276500E0,1.011895752E-1,6.271957397E-2,9.817334747E0,9.818056560E0
5.803319500E0,1.070274353E-1,7.753875732E-2,9.817783813E0,9.818673339E0
5.813361500E0,8.876541138E-2,8.143066406E-2,9.829609222E0,9.830347284E0
5.823404500E0,8.502319336E-2,6.840774536E-2,9.821226654E0,9.821832902E0
5.833447500E0,9.340576172E-2,7.080276489E-2,9.811646576E0,9.812346620E0
5.843489500E0,1.091230774E-1,7.080276489E-2,9.814191284E0,9.815053308E0
5.853532500E0,9.804611206E-2,7.125183105E-2,9.817783813E0,9.818531910E0
5.863575500E0,8.861572266E-2,5.972579956E-2,9.807006226E0,9.807588441E0
5.873618500E0,1.034349060E-1,6.316864014E-2,9.800270233E0,9.801019626E0
5.883660500E0,9.744735718E-2,7.125183105E-2,9.814191284E0,9.814933692E0
5.893703500E0,1.031355286E-1,7.424560547E-2,9.815688171E0,9.816510766E0
5.903746500E0,9.954299927E-2,5.418731689E-2,9.828262024E0,9.828915479E0
5.913788500E0,1.026864624E-1,6.945556641E-2,9.818981323E0,9.819763888E0
5.923831500E0,8.906478882E-2,7.274871826E-2,9.803862762E0,9.804537214E0
5.933874500E0,1.013392639E-1,8.217910767E-2,9.804760895E0,9.805628958E0
5.943916500E0,1.002914429E-1,8.322692871E-2,9.812993774E0,9.813859175E0
5.953959500E0,1.007405090E-1,7.604187012E-2,9.806108093E0,9.806920360E0
5.964002500E0,9.894424438E-2,6.212081909E-2,9.834399261E0,9.835093177E0
5.974044500E0,8.517288208E-2,6.047424316E-2,9.800569611E0,9.801126274E0
5.984087500E0,9.834548950E-2,6.900650024E-2,9.810598755E0,9.811334347E0
5.994130500E0,1.151106262E-1,8.023315430E-2,9.813442841E0,9.814445894E0
6.004172500E0,1.082249451E-1,8.217910767E-2,9.801767120E0,9.802709050E0
6.014215500E0,1.050814819E-1,7.140151978E-2,9.809700623E0,9.810523258E0
6.024258500E0,1.055305481E-1,8.038284302E-2,9.820777588E0,9.821673510E0
6.034301500E0,1.031355286E-1,6.107299805E-2,9.806706848E0,9.807439322E0
6.044343500E0,9.595046997E-2,6.481521606E-2,9.817634125E0,9.818316929E0
6.054386500E0,8.322692871E-2,6.256988525E-2,9.821226654E0,9.821778592E0
6.064429500E0,9.744735718E-2,7.229965210E-2,9.807754669E0,9.808505232E0
6.074471500E0,8.098159790E-2,7.903564453E-2,9.819729767E0,9.820381731E0
6.084514500E0,9.370513916E-2,6.586303711E-2,9.798623657E0,9.799293044E0
6.094557500E0,9.430389404E-2,6.197113037E-2,9.796977081E0,9.797626936E0
6.104599500E0,1.127156067E-1,7.065307617E-2,9.817933502E0,9.818834703E0
6.114642500E0,1.047821045E-1,6.346801758E-2,9.818981323E0,9.819745501E0
6.124685500E0,1.080752563E-1,7.020401001E-2,9.809401245E0,9.810247787E0
6.134727500E0,9.624984741E-2,6.331832886E-2,9.827663269E0,9.828338546E0
6.144770500E0,9.265731812E-2,6.601272583E-2,9.825567627E0,9.826226247E0
6.154813500E0,9.699829102E-2,6.481521606E-2,9.810898132E0,9.811591708E0
6.164856500E0,9.295669556E-2,7.664062500E-2,9.803413696E0,9.804153958E0
6.174898500E0,9.924362183E-2,6.496490479E-2,9.806108093E0,9.806825464E0
6.184941500E0,9.190887451E-2,7.963439941E-2,9.815987549E0,9.816740826E0
6.194984500E0,1.059796143E-1,6.721023560E-2,9.819879456E0,9.820681311E0
6.205026500E0,9.639953613E-2,6.930587769E-2,9.826316071E0,9.827033311E0
6.215069500E0,1.148112488E-1,6.840774536E-2,9.820328522E0,9.821237881E0
6.225112500E0,8.741821289E-2,6.960525513E-2,9.816735992E0,9.817371969E0
6.235154500E0,9.505233765E-2,6.002517700E-2,9.822424164E0,9.823067465E0
6.245197500E0,9.804611206E-2,6.062393188E-2,9.813742218E0,9.814419220E0
6.255240500E0,9.999206543E-2,6.092330933E-2,9.808353424E0,9.809052296E0
6.265282500E0,1.041833496E-1,7.080276489E-2,9.811945953E0,9.812754486E0
6.275325500E0,1.011895752E-1,4.849914551E-2,9.812993774E0,9.813635326E0
6.285368500E0,9.400451660E-2,7.903564453E-2,9.828561401E0,9.829328701E0
6.295411500E0,1.116677856E-1,6.242019653E-2,9.832153931E0,9.832986163E0
6.305453500E0,9.804611206E-2,6.616241455E-2,9.811347198E0,9.812060148E0
6.315496500E0,1.011895752E-1,7.723937988E-2,9.817334747E0,9.818160051E0
6.325539500E0,1.062789917E-1,7.873626709E-2,9.824669495E0,9.825559796E0
6.335581500E0,9.789642334E-2,8.158035278E-2,9.801916809E0,9.802745136E0
6.345624500E0,1.020877075E-1,8.173004150E-2,9.816885681E0,9.817756677E0
6.355667500E0,9.789642334E-2,6.825805664E-2,9.815239105E0,9.815964627E0
6.365709500E0,8.756790161E-2,8.023315430E-2,9.817783813E0,9.818502152E0
6.375752500E0,9.280700684E-2,7.993377686E-2,9.829010468E0,9.829773615E0
6.385795500E0,1.184037781E-1,7.125183105E-2,9.820328522E0,9.821300757E0
6.395837500E0,1.080752563E-1,8.143066406E-2,9.823771362E0,9.824703303E0
6.405880500E0,8.592132568E-2,7.170089722E-2,9.811646576E0,9.812284750E0
6.415923500E0,1.032852173E-1,7.738906860E-2,9.824220428E0,9.825068139E0
6.425966500E0,1.077758789E-1,7.589218140E-2,9.813293152E0,9.814178404E0
6.436008500E0,9.535171509E-2,6.137237549E-2,9.807455292E0,9.808110818E0
6.446051500E0,9.026229858E-2,6.915618896E-2,9.811646576E0,9.812305458E0
6.456094500E0,1.194515991E-1,6.870712280E-2,9.817484436E0,9.818451507E0
6.466136500E0,1.163081360E-1,6.406677246E-2,9.814490662E0,9.815388891E0
6.476179500E0,9.026229858E-2,5.897735596E-2,9.821076965E0,9.821668818E0
6.486222917E0,8.906478882E-2,7.110214233E-2,9.806407471E0,9.807069671E0
6.496264917E0,9.475296021E-2,6.870712280E-2,9.811945953E0,9.812643996E0
6.506307917E0,1.067280579E-1,7.559280396E-2,9.809401245E0,9.810273082E0
6.516350917E0,9.924362183E-2,5.209167480E-2,9.822424164E0,9.823063641E0
6.526392917E0,8.831634521E-2,7.589218140E-2,9.823322296E0,9.824012436E0
6.536435917E0,9.550140381E-2,7.274871826E-2,9.816436615E0,9.817170708E0
