"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.507212583E0,-2.413998543E-2,-2.104230188E-3,9.516343474E-3,2.603319946E-2
8.517255583E0,1.666237876E-2,-4.289891076E-2,-3.209945977E-2,5.610995213E-2
8.527299583E0,-7.857104670E-3,-3.732941044E-2,3.241754830E-2,5.006112679E-2
8.537342583E0,1.712927893E-2,-2.959679665E-2,3.406295478E-2,4.826662881E-2
8.547385583E0,-6.439593416E-2,-1.858038655E-2,-6.069059014E-2,9.041800060E-2
8.557428583E0,-5.316683158E-2,2.697069333E-2,-1.413798273E-2,6.126999947E-2
8.567471583E0,-1.601326244E-3,1.368749131E-2,3.047101021E-2,3.344240014E-2
8.577515583E0,-4.677352710E-2,3.989249174E-2,-2.117276788E-2,6.501891905E-2
8.587558583E0,2.477688425E-2,1.606345257E-2,-5.455335259E-2,6.203222373E-2
8.597601583E0,8.238327599E-2,6.164687485E-2,7.118458807E-2,1.251182917E-1
8.607644583E0,7.653144652E-2,9.359921319E-3,1.078577399E-1,1.325819086E-1
8.617688583E0,8.022731622E-2,5.599841885E-3,-1.368856573E-1,1.587622867E-1
8.627731583E0,6.895180594E-2,-9.135799371E-3,5.276936710E-2,8.730647442E-2
8.637774583E0,-1.661031341E-2,-2.220527653E-2,5.636423528E-2,6.281642967E-2
8.647817583E0,-5.506386934E-2,-1.817965128E-2,-3.838872492E-2,6.954296246E-2
8.657861583E0,-4.802596872E-2,-1.157211486E-2,-7.760600030E-2,9.199510203E-2
8.667904583E0,2.509049373E-3,-6.129627032E-3,-1.473498344E-2,1.615510425E-2
8.677947583E0,-6.183295336E-2,4.440613110E-3,5.247700632E-2,8.122111399E-2
8.687990583E0,-1.645753891E-2,-1.334695495E-2,-3.269587576E-2,3.896167457E-2
8.698033583E0,1.961431132E-2,4.175485734E-2,9.665447474E-3,4.713396010E-2
8.708077583E0,3.483745961E-3,6.009883365E-2,6.729618967E-2,9.029276513E-2
8.718120583E0,1.251465862E-2,4.327009932E-2,-5.185837090E-2,6.868921901E-2
8.728163583E0,-2.682806238E-2,5.434466181E-2,-1.144183159E-2,6.167659774E-2
8.738206583E0,7.177764192E-2,1.309464759E-2,-2.596163750E-2,7.744356847E-2
8.748250583E0,3.637363280E-3,-1.260449560E-3,1.069637007E-1,1.070329501E-1
8.758293583E0,-2.774496290E-2,6.671508607E-3,-3.883311331E-2,4.819027581E-2
8.768336583E0,6.059673776E-2,1.865398837E-3,-7.999926567E-2,1.003759276E-1
8.778379583E0,3.949087026E-2,3.851829557E-2,8.900046945E-2,1.047104173E-1
8.788422583E0,2.866368610E-2,5.898505784E-2,2.538627148E-2,7.032287486E-2
8.798466583E0,-9.103086940E-3,1.374789122E-2,-1.322359514E-1,1.332599623E-1
8.808509583E0,1.779736671E-2,1.493389841E-2,6.490467846E-2,6.893754326E-2
8.818552583E0,-7.256563646E-3,-1.423183054E-2,5.831954420E-2,6.046794152E-2
8.828595583E0,-2.290129390E-2,-5.263498164E-2,-2.161364794E-2,6.133563672E-2
8.838639583E0,1.694822309E-3,-5.371042164E-2,-3.613345385E-2,6.475575883E-2
8.848682583E0,-1.997748508E-2,-6.008405115E-2,4.305246413E-2,7.656832100E-2
8.858725583E0,-3.129939621E-2,-1.610195283E-3,3.835773468E-3,3.157464315E-2
8.868768583E0,-6.129483593E-2,1.539093141E-2,-1.831932664E-2,6.579920523E-2
8.878811583E0,-5.451259567E-2,3.855546193E-2,-3.059321702E-2,7.344448011E-2
8.888855583E0,3.203094913E-2,1.385484044E-2,1.168519270E-1,1.219520855E-1
8.898898583E0,-6.460453358E-2,1.221931027E-2,-2.071200728E-2,6.893507487E-2
8.908941583E0,8.785057794E-3,-1.836491665E-3,-5.274831712E-2,5.350640056E-2
8.918984583E0,5.153317892E-3,1.637165565E-3,8.173822761E-3,9.800427281E-3
8.929028583E0,-1.314226129E-2,2.672331043E-2,-4.002769947E-2,4.989059106E-2
8.939071583E0,6.867595897E-3,-3.519477474E-2,-4.571645558E-2,5.810189629E-2
8.949114583E0,-4.597648309E-2,8.144696318E-3,-8.224284232E-2,9.457303097E-2
8.959157583E0,5.989241780E-2,6.921435049E-2,9.798413157E-2,1.340843692E-1
8.969200583E0,3.634475760E-2,4.195536202E-2,6.415623486E-2,8.483640892E-2
8.979244583E0,3.315585977E-3,5.463396194E-2,-1.045417839E-1,1.180035910E-1
8.989287583E0,8.884986710E-2,1.211445325E-2,1.449893135E-1,1.704786200E-1
8.999330583E0,4.655855513E-2,2.554982906E-2,5.293133497E-2,7.498145799E-2
9.009373583E0,2.570178815E-2,-3.845079677E-2,-3.253975511E-2,5.654981299E-2
9.019417583E0,4.039373060E-2,-1.594558549E-2,-1.061918682E-1,1.147284971E-1
9.029460583E0,2.402426994E-2,-3.367490066E-2,1.065158039E-1,1.142662722E-1
9.039503583E0,-2.261056623E-2,-1.023270048E-2,-3.134809256E-2,3.998310607E-2
9.049546583E0,1.380271800E-2,3.862794913E-2,-2.386307180E-2,4.745608153E-2
9.059589583E0,-1.715822036E-2,2.004527852E-2,1.286972165E-3,2.641730520E-2
9.069633583E0,-1.720951826E-2,3.388005571E-2,4.544572949E-2,5.923968284E-2
9.079676583E0,-4.213752106E-2,5.447007545E-2,1.850000560E-2,7.130785376E-2
9.089719583E0,-3.572526566E-2,-2.072865358E-2,-4.481949270E-2,6.094881960E-2
9.099762583E0,4.418475460E-2,-3.042388530E-2,5.472292185E-2,7.663226156E-2
9.109806583E0,-3.900465600E-2,-4.115515228E-2,2.029334664E-2,6.022399578E-2
9.119849583E0,-8.048378971E-2,3.402129337E-3,-1.277499676E-1,1.510273787E-1
9.129892583E0,-2.648151435E-3,1.071484909E-2,6.789260566E-2,6.878391237E-2
9.139935583E0,-6.274825731E-2,-1.851211117E-2,5.636715889E-2,8.635565214E-2
9.149978583E0,-1.850265055E-2,5.371215753E-3,-1.049966973E-1,1.067497283E-1
9.160022583E0,-9.920191930E-3,1.376241789E-2,-6.143494070E-2,6.373434155E-2
9.170065583E0,9.026635509E-2,5.235863674E-2,9.020031810E-2,1.379330964E-1
9.180108583E0,2.461332439E-2,1.878098259E-2,4.514459789E-2,5.474098796E-2
9.190151583E0,3.000218914E-2,-1.663513667E-2,-6.817151785E-2,7.631654454E-2
9.200195583E0,3.806222874E-2,-2.022560117E-2,9.244681835E-2,1.020010903E-1
9.210238583E0,3.323764770E-2,-9.281934081E-3,-3.434011281E-2,4.868407206E-2
9.220281583E0,-4.608763957E-3,-2.761669189E-2,3.721051097E-2,4.656763364E-2
9.230324583E0,-6.266177790E-3,-1.660398197E-2,-1.226570427E-1,1.239342864E-1
9.240367583E0,1.987879733E-3,-1.701658526E-2,1.117584175E-1,1.130639630E-1
9.250411583E0,-2.842338152E-2,3.442822304E-3,5.029774904E-3,2.906957651E-2
9.260454583E0,-4.677256322E-2,1.019200752E-2,-1.892217457E-2,5.147424966E-2
9.270497583E0,1.039880252E-2,4.086082720E-2,2.029451609E-2,4.679326529E-2
9.280540583E0,-4.266084686E-2,8.183996916E-2,5.711618721E-2,1.085356497E-1
9.290584583E0,-3.815554893E-3,1.802700240E-2,-3.524116874E-2,3.976771616E-2
9.300627583E0,6.473210338E-4,3.339497435E-2,-3.120015800E-2,4.570659904E-2
9.310670583E0,2.343392728E-3,-1.715363852E-2,5.681797922E-2,5.939715116E-2
9.320713583E0,2.558324042E-2,-4.689751091E-2,5.098128855E-2,7.384423134E-2
9.330757583E0,-5.209557599E-2,-1.041720754E-2,-6.442813039E-2,8.350719272E-2
9.340800583E0,5.268669752E-2,4.589187205E-3,-1.009287894E-2,5.384064394E-2
9.350843583E0,1.113858037E-2,1.846096630E-2,3.331568062E-2,3.968387361E-2
9.360886583E0,-1.279647614E-2,4.446858667E-2,1.883388162E-3,4.631146891E-2
9.370929583E0,5.119168782E-4,2.382829914E-2,-8.897766531E-2,9.211446587E-2
9.380973583E0,1.414404464E-2,4.617180750E-3,7.792701244E-2,7.933468110E-2
9.391016583E0,5.456847770E-3,-4.149244526E-2,2.778187573E-2,5.023179094E-2
9.401059583E0,7.510394475E-3,-2.791511916E-2,-3.404015064E-2,4.465861349E-2
9.411102583E0,2.834628736E-2,-5.301626578E-2,-6.697225392E-2,8.999732907E-2
9.421146583E0,-1.528361673E-3,-3.130852335E-2,7.178802073E-2,7.833313120E-2
9.431189583E0,-3.354486178E-2,-1.428061824E-2,-4.018031180E-2,5.425542614E-2
9.441232583E0,-1.151414977E-2,1.450455747E-2,-5.964043021E-2,6.244948957E-2
9.451275583E0,8.900375850E-4,5.061780187E-2,1.670081735E-2,5.330920496E-2
9.461318583E0,4.554371147E-3,3.121233665E-2,6.684770823E-2,7.391595464E-2
9.471362583E0,-3.258043665E-2,8.401188087E-3,-3.688599050E-2,4.992635686E-2
9.481405583E0,2.439049522E-2,3.315701094E-2,-3.643926322E-2,5.497366220E-2
9.491448583E0,-1.047964941E-3,1.704980476E-2,7.747326851E-2,7.933411250E-2
9.501491583E0,-3.451419081E-2,-1.441201614E-3,2.672762275E-2,4.367690748E-2
9.511535583E0,1.278700182E-2,-1.169317050E-2,-5.230860651E-2,5.510379267E-2
9.521578583E0,2.550792326E-2,-1.706475170E-2,2.328478217E-2,3.852325246E-2
9.531621583E0,-3.148657107E-4,-2.264966492E-2,8.346140206E-2,8.648070360E-2
9.541664583E0,-4.737506398E-2,-1.857159745E-2,-5.185778618E-2,7.265349893E-2
9.551707583E0,-3.953076837E-2,-1.216124011E-2,-4.302556694E-2,5.968062348E-2
9.561751583E0,-2.127700592E-2,8.389658108E-4,2.643116891E-2,3.394144273E-2
9.571794583E0,-5.134746130E-2,3.396888770E-2,5.203086376E-2,8.060805107E-2
9.581837583E0,-3.153133196E-2,2.691537319E-3,-8.837715626E-2,9.387220577E-2
9.591880583E0,-1.109645757E-2,-1.801768340E-2,2.014599681E-2,2.921693812E-2
9.601924583E0,-5.387265903E-3,-8.388908934E-3,5.816634715E-2,5.901457758E-2
9.611967583E0,5.698956759E-3,-1.632610219E-2,-2.027229667E-2,2.664555747E-2
9.622010583E0,5.156673188E-3,-7.508720253E-3,-8.359179497E-2,8.408662405E-2
9.632053583E0,2.317609705E-2,1.324531389E-2,8.106696725E-2,8.534883124E-2
9.642097583E0,3.846782679E-2,1.503788749E-2,4.379506052E-2,6.019899570E-2
9.652140583E0,2.091529396E-2,1.075955288E-2,-9.122416556E-2,9.420756807E-2
9.662183583E0,4.701939338E-2,9.466157919E-3,-1.982323050E-2,5.189789945E-2
9.672226583E0,3.754989616E-2,2.927659764E-2,9.259241402E-2,1.041175730E-1
9.682269583E0,3.099763649E-2,3.267158241E-2,-1.203941703E-2,4.661795070E-2
9.692313583E0,4.856327302E-2,4.671705122E-2,-7.625587821E-2,1.017636149E-1
9.702356583E0,1.083068335E-2,4.423104353E-2,3.661058664E-2,5.842964973E-2
9.712399583E0,2.872791868E-3,1.670470940E-2,4.723965526E-2,5.018849747E-2
9.722442583E0,-2.545149762E-2,2.010470998E-2,-9.571307302E-2,1.010592422E-1
9.732486583E0,-1.999857617E-2,5.048248451E-3,-1.098984182E-2,2.337101804E-2
9.742529583E0,-1.461592637E-2,-5.497086206E-3,6.759732127E-2,6.937752593E-2
9.752572583E0,-3.607428962E-2,-6.081789499E-3,-1.428299367E-2,3.927271882E-2
9.762615583E0,-1.168901121E-2,-1.319972388E-2,-8.448700368E-2,8.630712303E-2
9.772658583E0,6.487956285E-3,2.276668232E-3,5.442471385E-2,5.485732652E-2
9.782702583E0,-3.815860044E-2,-2.815371296E-2,4.424588084E-2,6.485682935E-2
9.792745583E0,-3.550024150E-2,-2.829220975E-2,-7.445844412E-2,8.720536784E-2
9.802788583E0,7.677629411E-3,-2.178358264E-2,8.618211150E-3,2.465246498E-2
9.812831583E0,1.171176739E-2,-2.884742115E-3,1.154953730E-1,1.161235050E-1
9.822875583E0,2.741969782E-2,-1.955169129E-2,-3.625273705E-4,3.367847810E-2
9.832918583E0,4.517791788E-2,4.401034769E-4,-6.727221608E-2,8.103572676E-2
9.842961583E0,6.917772316E-3,2.480633732E-2,3.960553050E-2,4.724201511E-2
9.853004583E0,1.043561257E-3,3.341035070E-3,5.891829908E-2,5.902217805E-2
9.863047583E0,2.011122415E-5,1.471145754E-2,-2.954715014E-2,3.300699121E-2
9.873091583E0,1.538100941E-3,3.200836197E-2,-1.218501270E-2,3.428375016E-2
9.883134583E0,9.792722629E-3,-1.808817890E-3,9.065113842E-2,9.119648094E-2
9.893177583E0,-1.557126091E-2,1.838417592E-2,6.225530505E-3,2.488371597E-2
9.903220583E0,-8.317751060E-3,1.233324875E-2,-6.023684621E-2,6.204652809E-2
9.913264583E0,-1.392526742E-2,1.252137378E-2,1.370879710E-2,2.320838193E-2
9.923307583E0,-1.474378396E-2,4.591279412E-3,5.457557201E-2,5.671818115E-2
9.933350583E0,-2.323386343E-2,-7.649373198E-3,-4.227186084E-2,4.883887324E-2
9.943393583E0,2.929513742E-2,-5.057238545E-3,-6.203018725E-2,6.878608049E-2
9.953436583E0,1.508287450E-2,4.482375020E-3,4.859211624E-2,5.107620336E-2
9.963480583E0,-5.918697864E-3,6.338838581E-4,1.281592727E-2,1.413084516E-2
9.973523583E0,2.583137706E-3,-1.380765159E-3,-9.495936692E-2,9.500452872E-2
9.983566583E0,-1.201397250E-3,-8.276304351E-3,-1.233119309E-2,1.489962725E-2
9.993609583E0,1.147690118E-2,5.880654417E-4,4.709639847E-2,4.847819954E-2
1.000365358E1,-1.395245925E-2,-1.297819664E-2,-1.936363935E-2,2.716717203E-2
1.001369658E1,1.141389971E-2,-9.477934577E-3,-6.277395308E-2,6.450331415E-2
1.002373958E1,1.383674377E-2,5.133352848E-3,5.652854204E-2,5.842330746E-2
1.003378258E1,-6.077321861E-3,8.127273442E-3,5.578009844E-2,5.669572997E-2
1.004382558E1,1.935950747E-2,1.778406886E-2,-6.681437910E-2,7.179989477E-2
1.005386958E1,1.463732124E-2,2.568054174E-2,-7.986711860E-3,3.061909475E-2
1.006391258E1,-2.948492297E-2,2.099662964E-2,8.976060748E-2,9.678422286E-2
1.007395558E1,-2.094737142E-2,2.893091756E-2,3.689593077E-3,3.590826447E-2
1.008399858E1,-1.757308031E-2,3.036271795E-2,-2.145752728E-2,4.112339079E-2
1.009404258E1,1.942674589E-2,2.532255510E-3,9.335372150E-2,9.538725330E-2
1.010408558E1,-2.404348124E-2,-1.559444192E-2,4.889617145E-2,5.667549022E-2
1.011412858E1,-2.510239144E-2,-6.440534452E-3,-7.699087322E-2,8.123549162E-2
1.012417158E1,2.326022387E-3,3.400521353E-5,-1.591670573E-2,1.608580299E-2
1.013421558E1,-2.127626816E-2,1.687881025E-3,7.734053671E-2,8.023145984E-2
1.014425858E1,2.500093540E-3,2.260981249E-3,-6.185769439E-3,7.044589943E-3
1.015430158E1,6.807097772E-3,-2.126330836E-3,-6.366623819E-2,6.406440313E-2
1.016434458E1,5.652957901E-3,-5.626090402E-3,3.093761802E-2,3.194910069E-2
1.017438758E1,1.190067813E-2,1.632222841E-3,5.833182335E-2,5.955578819E-2
1.018443158E1,-1.024924399E-2,1.356322884E-2,-7.010051429E-2,7.213244958E-2
1.019447433E1,1.962816191E-2,4.323303346E-3,-4.166082680E-2,4.625559622E-2
1.020451733E1,1.561151990E-2,5.503024785E-3,5.818330407E-2,6.049214584E-2
1.021456033E1,-1.208225474E-2,-7.465057997E-3,-4.833893180E-3,1.500248292E-2
1.022460433E1,-1.021412644E-3,9.985582530E-4,-8.461915076E-2,8.463120629E-2
1.023464733E1,3.318904044E-2,2.045690423E-2,8.187856078E-3,3.983764957E-2
1.024469033E1,8.271706521E-3,1.861147729E-2,5.623852015E-2,5.981286955E-2
1.025473333E1,-1.600300241E-2,1.212870584E-2,-2.623762608E-2,3.303959161E-2
1.026477633E1,-4.670598262E-3,1.800951557E-3,-3.626735508E-2,3.661118626E-2
1.027482033E1,-1.478028109E-2,-2.793123554E-3,7.734755337E-2,7.879658788E-2
1.028486333E1,-4.014649388E-2,9.415835319E-3,-2.286261320E-3,4.129922416E-2
1.029490633E1,-2.181862026E-2,1.513021868E-3,-5.617420077E-2,6.028169090E-2
1.030494933E1,7.419061423E-3,3.682649508E-3,3.378813565E-2,3.478853964E-2
1.031499333E1,8.416509619E-3,-2.043938999E-2,7.300833464E-2,7.628121147E-2
1.032503633E1,-5.196468516E-3,-6.872296510E-3,-3.297127962E-2,3.407839527E-2
1.033507933E1,1.392387642E-2,-1.049644645E-2,-2.234454989E-2,2.834305263E-2
1.034512233E1,2.519659100E-2,7.173775295E-3,7.959346890E-2,8.379410207E-2
1.035516533E1,-4.010755965E-3,2.000965619E-2,3.034587979E-2,3.656972689E-2
1.036520933E1,5.296547266E-3,1.743660721E-2,-5.272960603E-2,5.578978434E-2
1.037525233E1,3.108087023E-2,1.436342943E-2,1.642716765E-2,3.797605083E-2
1.038529533E1,9.982291188E-3,8.807734028E-3,7.196343720E-2,7.318441507E-2
1.039533833E1,-7.399158049E-3,1.262016431E-2,-4.853598297E-2,5.069277788E-2
1.040538233E1,-7.670519105E-4,3.601345802E-3,-5.257816315E-2,5.270693787E-2
1.041542533E1,1.396385904E-2,7.677814420E-3,6.118526459E-2,6.322637738E-2
1.042546833E1,3.821354143E-3,-1.350304820E-3,1.208794892E-2,1.274929722E-2
1.043551133E1,-1.916926055E-2,7.339973263E-3,-6.290668488E-2,6.617089057E-2
1.044555433E1,4.898027543E-3,9.856715379E-3,2.507870793E-3,1.128870798E-2
1.045559833E1,4.685561196E-4,1.310150893E-2,5.010829926E-2,5.179489102E-2
1.046564133E1,-3.234423883E-2,4.531180998E-3,-2.279127717E-2,3.982616856E-2
1.047568433E1,-2.137984611E-2,4.383246442E-3,-5.257991731E-2,5.692941571E-2
1.048572733E1,1.078356758E-3,-8.672160851E-3,4.920841277E-2,4.997836646E-2
1.049577133E1,-1.745918751E-2,-8.713511629E-3,2.750413299E-2,3.372277932E-2
1.050581433E1,-1.062810930E-2,-9.565980854E-3,-6.694828033E-2,6.845828611E-2
1.051585733E1,-3.847719147E-4,3.242683075E-3,-1.084658504E-3,3.440861378E-3
1.052590033E1,5.839235117E-3,-3.748896634E-3,5.699573457E-2,5.741658865E-2
1.053594333E1,-1.847364745E-2,-9.353306657E-3,2.659313679E-3,2.087658844E-2
1.054598733E1,-1.087964236E-2,-6.452329382E-3,-3.012368560E-2,3.267163305E-2
1.055603033E1,2.124525280E-2,2.154115160E-2,2.975180268E-2,4.243290871E-2
1.056607333E1,-3.527655581E-2,1.181448195E-2,5.430075288E-2,6.582240604E-2
1.057611633E1,-2.610953551E-2,9.425209137E-3,-6.515026152E-2,7.081736361E-2
1.058616033E1,9.205006650E-3,-1.163609619E-2,-2.982430816E-2,3.331096275E-2
1.059620333E1,1.089431522E-2,-2.509515323E-3,7.495662689E-2,7.578574857E-2
1.060624633E1,1.501653373E-2,1.099067322E-2,6.548881531E-3,1.972762105E-2
1.061628933E1,7.545827231E-3,7.204317860E-4,-5.946267486E-2,5.994387568E-2
1.062633333E1,4.921275250E-2,2.481518123E-2,1.927476168E-2,5.838839496E-2
1.063637633E1,2.020075279E-2,2.338029278E-2,8.514013767E-2,9.057345939E-2
1.064641933E1,2.092702037E-2,1.372695087E-2,-4.448912501E-2,5.104558361E-2
1.065646233E1,4.567543371E-2,4.341895664E-3,-2.308246851E-2,5.136046782E-2
1.066650533E1,6.931746248E-3,-1.000392817E-2,3.903835058E-2,4.089157005E-2
1.067654933E1,-1.679103120E-2,-4.865705688E-4,2.317251563E-2,2.862063872E-2
1.068659233E1,-1.911477637E-2,-9.100862257E-3,-6.679215968E-2,7.006706048E-2
1.069663533E1,-6.961107950E-3,-2.230264180E-2,4.010605216E-3,2.370548058E-2
1.070667833E1,-2.067604234E-2,5.591582693E-4,5.774944067E-2,6.134174176E-2
1.071672233E1,-2.462124097E-2,-5.670437878E-3,-3.820044458E-2,4.579992728E-2
1.072676533E1,-1.570815199E-2,9.710279172E-3,-6.229974389E-2,6.497917858E-2
1.073680833E1,-8.941393155E-3,1.730214866E-2,6.029414892E-2,6.336163866E-2
1.074685133E1,-3.117719626E-2,1.960050641E-3,3.260115087E-2,4.515190365E-2
1.075689433E1,-1.220428110E-2,-1.302668285E-3,-5.556609035E-2,5.690546387E-2
1.076693833E1,2.071284325E-2,-1.870652195E-4,1.568515599E-2,2.598232067E-2
1.077698133E1,1.320461179E-2,6.982580479E-4,7.451282322E-2,7.567701211E-2
1.078702433E1,-2.487831517E-2,-1.594280806E-2,-4.987850368E-2,5.797386329E-2
1.079706733E1,1.881951483E-3,4.955542674E-3,-6.230325222E-2,6.252834863E-2
1.080711133E1,1.585307386E-2,-6.718350286E-3,5.146017551E-2,5.426422252E-2
1.081715433E1,1.069688033E-2,-2.122265194E-3,4.472535253E-2,4.603568634E-2
1.082719733E1,2.263786542E-2,4.621474799E-3,-6.379955471E-2,6.785435992E-2
1.083724033E1,2.294606850E-2,4.269088693E-3,-1.350472927E-2,2.696525339E-2
1.084728333E1,2.197645168E-2,1.139499905E-2,6.268741429E-2,6.739823693E-2
1.085732733E1,7.481855038E-4,1.348177895E-2,-2.937114894E-2,3.232618962E-2
1.086737033E1,1.217032157E-2,-1.294089323E-3,-7.517765164E-2,7.616738607E-2
1.087741333E1,1.138971143E-2,5.755048916E-3,6.119052708E-2,6.250701336E-2
1.088745633E1,-5.300699703E-3,-9.629943911E-3,4.457683325E-2,4.591216941E-2
1.089750033E1,-4.730676119E-3,4.391624406E-3,-5.092398584E-2,5.133145230E-2
1.090754333E1,1.170926861E-2,9.169996446E-3,-1.604651392E-2,2.187890343E-2
1.091758633E1,1.572609792E-2,3.140128395E-3,9.457403541E-2,9.592402585E-2
1.092762933E1,-7.175872070E-3,8.932946669E-3,5.695188046E-4,1.147235930E-2
1.093767233E1,-9.819327460E-3,1.806210397E-2,-4.807990015E-2,5.229087482E-2
1.094771633E1,-1.274423035E-2,8.786656642E-3,9.127854466E-2,9.258182034E-2
1.095775933E1,-2.159313929E-2,-1.899620580E-2,4.143161595E-2,5.043508996E-2
1.096780233E1,-2.590906737E-2,-1.186949146E-2,-1.694640040E-2,3.315637324E-2
1.097784533E1,-2.924240513E-3,-1.255198030E-2,-2.622651637E-2,2.922214148E-2
1.098788933E1,3.183757531E-2,2.021482950E-3,8.334621191E-2,8.924297527E-2
1.099793233E1,7.542021973E-3,-9.657023828E-3,-1.439818382E-2,1.890629266E-2
1.100797533E1,1.514146086E-2,-1.815322917E-3,-3.969440818E-2,4.252299701E-2
1.101801833E1,2.916049158E-2,-2.914453279E-3,3.994057596E-2,4.953865072E-2
1.102806133E1,-4.860376955E-3,1.758321701E-2,6.628579080E-2,6.875026434E-2
1.103810533E1,2.664423825E-2,6.368586291E-3,-6.693892479E-2,7.232768471E-2
1.104814833E1,6.968234244E-3,7.787732938E-3,-5.391717553E-2,5.492055071E-2
1.105819133E1,4.191201953E-3,2.072199323E-2,6.643255591E-2,6.971550518E-2
1.106823433E1,1.227279631E-2,-1.704098825E-2,3.275434792E-2,3.890840677E-2
1.107827833E1,-2.591389589E-2,3.337436291E-2,-7.008180320E-2,8.183420581E-2
1.108832133E1,3.358999270E-3,1.715032205E-2,3.649715066E-2,4.046552148E-2
1.109836433E1,-2.572930661E-2,7.985889595E-3,4.652629495E-2,5.376307071E-2
1.110840733E1,-8.864082000E-3,1.075884939E-2,-4.852545798E-2,5.048806653E-2
1.111845033E1,-1.258517238E-2,-4.662588034E-3,-2.277841330E-2,2.643827535E-2
1.112849433E1,-8.774012038E-3,2.197904410E-3,7.556707621E-2,7.610648512E-2
1.113853733E1,-3.020627295E-2,1.788069410E-3,3.874423563E-2,4.916026762E-2
1.114858033E1,-4.286719875E-2,1.674112659E-3,-6.364109516E-2,7.675016857E-2
1.115862333E1,-6.299020413E-3,1.767925752E-2,2.003548443E-2,2.745276746E-2
1.116866733E1,-4.445409654E-3,8.406578489E-3,5.611163557E-2,5.691175515E-2
1.117871033E1,-1.742478944E-2,-1.044543863E-2,-4.567669451E-2,4.999090814E-2
1.118875358E1,3.114219747E-2,-2.584989172E-2,-7.486599505E-2,8.510564365E-2
1.119879658E1,2.219948641E-2,-1.572998769E-2,6.165070295E-2,6.738737927E-2
1.120884058E1,-1.436336548E-4,2.284543701E-3,2.228373885E-2,2.240099970E-2
1.121888358E1,4.002156446E-3,-1.006901499E-2,-5.570349991E-2,5.674753053E-2
1.122892658E1,2.132134426E-2,9.668078721E-3,3.530724227E-2,4.236357898E-2
1.123896958E1,3.080456874E-2,8.727353085E-3,5.865926743E-2,6.682812134E-2
1.124901258E1,-1.144989207E-2,1.585032156E-2,-2.277198136E-2,3.001492723E-2
1.125905658E1,-6.461486213E-3,1.704537367E-2,-5.226124406E-2,5.534919329E-2
1.126909958E1,1.069614714E-2,9.328958485E-3,3.171295881E-2,3.474404678E-2
1.127914258E1,-3.646307692E-3,-3.160447469E-3,2.108447492E-2,2.162958785E-2
1.128918558E1,-3.315661808E-2,1.646992542E-2,-6.438778460E-2,7.427251559E-2
1.129922958E1,3.711476738E-3,1.704297996E-2,-9.152646661E-3,1.969794828E-2
1.130927258E1,-4.248543496E-3,1.431883528E-2,5.940537214E-2,6.125420316E-2
1.131931558E1,9.212082694E-4,1.456601718E-2,-6.906146407E-3,1.614658910E-2
1.132935858E1,9.561853542E-3,1.642967099E-3,-4.702213883E-2,4.801260173E-2
1.133940158E1,1.843871491E-2,7.909775293E-3,3.710292220E-2,4.218029858E-2
1.134944558E1,-1.389810984E-2,1.454595393E-3,5.656304061E-2,5.826363247E-2
1.135948858E1,-8.279063506E-5,-1.178858975E-2,-5.914750993E-2,6.031090808E-2
1.136953158E1,9.130285629E-3,-5.471915770E-3,-2.756377459E-2,2.954768430E-2
1.137957458E1,2.165598543E-3,-2.099293859E-2,6.629105330E-2,6.956936851E-2
1.138961858E1,-1.446470504E-2,-3.568784120E-3,9.260820150E-3,1.754214074E-2
1.139966158E1,2.795866721E-3,-1.039918168E-3,-5.570466936E-2,5.578448251E-2
1.140970458E1,1.065914294E-2,-3.985882457E-3,2.228315413E-2,2.502086220E-2
1.141974758E1,-1.888837949E-3,-5.486086132E-3,4.773023665E-2,4.808160085E-2
1.142979058E1,3.500360276E-3,-1.564294640E-3,-2.666505754E-2,2.693928049E-2
1.143983458E1,1.859896516E-3,-2.147325994E-3,-1.169793963E-2,1.203794067E-2
1.144987758E1,-1.031186173E-3,1.750581449E-2,6.239739239E-2,6.481474727E-2
1.145992058E1,-7.804952532E-3,2.313044309E-2,4.618130922E-3,2.484475427E-2
1.146996358E1,-4.351710307E-3,1.988471763E-2,-6.408899188E-2,6.724387153E-2
1.148000758E1,6.440066218E-3,-3.136766246E-3,1.988579571E-2,2.113666545E-2
1.149005058E1,-8.174777501E-3,5.317594958E-3,8.215571880E-2,8.273249625E-2
1.150009358E1,-3.742421300E-3,-3.403627686E-4,-4.852253437E-2,4.866783235E-2
1.151013658E1,1.315282739E-2,-9.167319518E-3,-3.699650288E-2,4.032093551E-2
1.152017958E1,-6.797767351E-3,-3.840094926E-3,5.371427715E-2,5.427872087E-2
1.153022358E1,1.052784783E-2,-2.018943066E-3,-1.693879902E-2,2.004581311E-2
1.154026658E1,1.583143003E-2,-1.139560204E-2,-5.540938497E-2,5.874260689E-2
1.155030958E1,1.490133216E-3,-1.546174667E-2,2.362684429E-2,2.827567644E-2
1.156035258E1,1.076889244E-2,8.693722459E-3,6.568937480E-2,6.713154115E-2
1.157039658E1,-1.465287803E-2,1.040256210E-3,-3.714619160E-2,3.994531910E-2
