"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.657496813E1,-6.639362625E-2,-1.139865356E-2,-3.563766843E-1,3.626877225E-1
2.658501113E1,3.525033699E-2,-5.952282809E-3,-3.384146225E-1,3.402976237E-1
2.659505413E1,1.825029523E-2,-1.887442840E-2,-1.313939524E-1,1.339913730E-1
2.660509713E1,-7.587171157E-2,-9.804428481E-3,-3.852654380E-1,3.927876031E-1
2.661514113E1,-5.441837328E-2,1.503241486E-2,-6.166842002E-1,6.192630585E-1
2.662518413E1,7.152663649E-2,-6.123103732E-3,-3.583208835E-1,3.654413875E-1
2.663522713E1,1.033269929E-2,-2.001392283E-2,-2.896102524E-1,2.904848018E-1
2.664527013E1,-7.686090058E-2,-4.178347215E-3,-4.765714645E-1,4.827477783E-1
2.665531413E1,2.061660402E-2,-6.258342521E-2,-4.276250070E-1,4.326717880E-1
2.666535713E1,2.882722313E-2,-1.325230314E-2,-4.610044223E-1,4.620949142E-1
2.667540013E1,-1.385663344E-2,4.350849213E-3,-6.024614328E-1,6.026364694E-1
2.668544313E1,1.112696816E-2,-2.705608095E-2,-5.217797971E-1,5.225992705E-1
2.669548613E1,-8.353857617E-3,7.705433378E-3,-3.774798703E-1,3.776509144E-1
2.670553013E1,-1.132020265E-2,3.808770295E-2,-4.532229477E-1,4.549613835E-1
2.671557313E1,-2.601912750E-3,-6.071273647E-3,-5.548615891E-1,5.549009041E-1
2.672561613E1,-5.108279256E-2,5.069709560E-3,-6.633870810E-1,6.653702525E-1
2.673565913E1,-3.040634366E-3,2.893005875E-2,-4.958848178E-1,4.967373011E-1
2.674570213E1,1.953450368E-2,1.187437023E-2,-5.009742343E-1,5.014955443E-1
2.675574613E1,-3.308654058E-2,2.230034860E-2,-5.514205027E-1,5.528621849E-1
2.676578913E1,-6.643460244E-3,1.784253188E-2,-4.195412314E-1,4.199730186E-1
2.677583213E1,-1.328620786E-2,7.618373819E-4,-6.714673483E-1,6.715992135E-1
2.678587513E1,-4.885851173E-2,-1.409562696E-3,-7.829848605E-1,7.845090394E-1
2.679591813E1,-3.695658878E-2,-4.705976201E-3,-5.909342319E-1,5.921074244E-1
2.680596213E1,5.138375515E-2,-2.534778949E-2,-7.506520969E-1,7.528355539E-1
2.681600513E1,3.207548618E-2,-2.841910346E-2,-8.037927622E-1,8.049343369E-1
2.682604813E1,-3.465839320E-2,-2.071148652E-2,-5.731212741E-1,5.745416997E-1
2.683609113E1,1.884297221E-2,-3.060914154E-2,-8.843264633E-1,8.850566484E-1
2.684613513E1,3.970940994E-2,-2.850764310E-2,-9.536346799E-1,9.548867083E-1
2.685617813E1,-1.281303107E-2,1.383333365E-2,-8.135242832E-1,8.137427691E-1
2.686622113E1,-5.020952004E-2,1.298199733E-2,-9.286360788E-1,9.300830582E-1
2.687626413E1,1.963579983E-2,-7.481146976E-4,-8.669649106E-1,8.671875694E-1
2.688630713E1,-1.593509248E-2,-5.471321912E-3,-7.635294199E-1,7.637152857E-1
2.689635113E1,-5.178664201E-2,7.172532761E-3,-1.040753515E0,1.042065824E0
2.690639413E1,-1.138072819E-2,-4.194938689E-2,-1.077576941E0,1.078453214E0
2.691643713E1,-6.101480455E-3,-1.554368991E-2,-9.293821836E-1,9.295321820E-1
2.692648013E1,-5.091441102E-2,1.822835675E-2,-9.663570517E-1,9.678690519E-1
2.693652313E1,-8.331884877E-3,-1.077492010E-2,-9.638129282E-1,9.639091657E-1
2.694656713E1,-1.501261198E-3,-3.454117480E-2,-9.395616013E-1,9.401975054E-1
2.695661013E1,-7.052329083E-3,-3.383340589E-2,-9.817732358E-1,9.823813522E-1
2.696665313E1,1.461327685E-2,-4.599462773E-2,-9.897084922E-1,9.908844297E-1
2.697669613E1,5.170631132E-3,-2.896016277E-2,-9.760874033E-1,9.765306167E-1
2.698673913E1,-1.456653795E-2,-1.749654117E-2,-9.874625766E-1,9.877249887E-1
2.699678313E1,-3.757501863E-2,-3.132895206E-2,-9.289354563E-1,9.302228051E-1
2.700682613E1,-5.506241210E-2,-1.325750168E-2,-9.564793503E-1,9.581546734E-1
2.701686913E1,-3.691907980E-2,2.148432397E-2,-9.245956528E-1,9.255818256E-1
2.702691213E1,3.807809159E-2,-6.760276649E-3,-8.900193125E-1,8.908591466E-1
2.703695613E1,2.275864240E-2,-3.923285273E-2,-8.816367441E-1,8.828026513E-1
2.704699913E1,-4.657650791E-2,-1.179789048E-2,-9.730953830E-1,9.742808557E-1
2.705704213E1,4.124598512E-3,7.942062886E-3,-8.852298582E-1,8.852750931E-1
2.706708513E1,4.205002753E-2,-3.513404592E-2,-8.049967039E-1,8.068595288E-1
2.707712813E1,-3.442061024E-2,1.104121509E-2,-9.207055002E-1,9.214148387E-1
2.708717213E1,-8.741461777E-3,3.041529721E-3,-8.569392747E-1,8.569892558E-1
2.709721513E1,1.932846470E-2,-3.462403167E-2,-7.243121445E-1,7.253967851E-1
2.710725813E1,-7.264386581E-3,4.978483859E-3,-1.031923050E0,1.031960628E0
2.711730113E1,-7.867814668E-3,2.528579073E-2,-1.110962203E0,1.111277774E0
2.712734413E1,-2.225550776E-3,1.756691789E-2,-7.973649180E-1,7.975615099E-1
2.713738813E1,-4.736567189E-2,-1.050934687E-2,-8.398776841E-1,8.412778837E-1
2.714743113E1,-2.955574052E-2,-2.696883867E-2,-1.018606017E0,1.019391523E0
2.715747413E1,9.699774741E-3,-2.426367003E-2,-8.458669871E-1,8.462705071E-1
2.716751713E1,4.460840821E-2,-1.470289685E-2,-7.641369456E-1,7.655790990E-1
2.717756013E1,2.950925287E-3,-5.756010052E-2,-9.913673472E-1,9.930413336E-1
2.718760413E1,2.768569817E-3,-3.250400486E-2,-9.003595287E-1,9.009503073E-1
2.719764713E1,1.944301302E-2,3.926941610E-2,-8.190791380E-1,8.202504204E-1
2.720768908E1,-2.930860429E-2,3.313908557E-2,-9.076948607E-1,9.087723331E-1
2.721773208E1,-5.506909529E-2,-2.706225707E-2,-9.105401158E-1,9.126052123E-1
2.722777508E1,-1.724519084E-2,7.764864843E-3,-8.336012828E-1,8.338158001E-1
2.723781908E1,-1.844145807E-2,4.200853514E-2,-7.083112389E-1,7.097954744E-1
2.724786208E1,-1.839285309E-2,-1.622791464E-2,-9.282039696E-1,9.285280025E-1
2.725790508E1,-1.019071473E-3,-2.200855426E-2,-9.808949840E-1,9.811423875E-1
2.726794808E1,-6.183407712E-4,2.644539409E-2,-7.129515892E-1,7.134421559E-1
2.727799108E1,8.741418379E-3,-7.718123663E-3,-8.633869994E-1,8.634657448E-1
2.728803508E1,-2.088826658E-2,-1.353626769E-2,-9.903230345E-1,9.906357872E-1
2.729807808E1,-4.153085416E-3,1.821464321E-2,-8.267138475E-1,8.269249101E-1
2.730812108E1,4.165796715E-2,-2.414306207E-3,-7.032194835E-1,7.044564267E-1
2.731816408E1,-3.541119481E-2,-4.116924042E-2,-8.650329906E-1,8.667357924E-1
2.732820808E1,-3.982470972E-2,-6.654195366E-3,-9.928689122E-1,9.936895706E-1
2.733825108E1,-1.666588937E-2,6.106032603E-2,-7.764184374E-1,7.789940341E-1
2.734829408E1,-7.300863157E-3,1.401757577E-2,-7.216300267E-1,7.218030829E-1
2.735833708E1,-5.626554068E-2,-3.132239222E-2,-9.826859862E-1,9.847937097E-1
2.736838008E1,-4.935655289E-3,-5.952282809E-4,-8.532052428E-1,8.532197262E-1
2.737842408E1,2.330105159E-2,-1.975924917E-2,-7.153425157E-1,7.159946101E-1
2.738846708E1,-1.955730782E-2,-3.697668630E-2,-7.597994810E-1,7.609500739E-1
2.739851008E1,-4.488606873E-2,-3.085316230E-2,-8.195270348E-1,8.213350336E-1
2.740855308E1,1.515146052E-2,-1.834588579E-2,-7.425876170E-1,7.429687122E-1
2.741859608E1,2.979587150E-2,-1.796765316E-2,-7.509696007E-1,7.517752135E-1
2.742864008E1,2.781429123E-3,-3.015721573E-2,-8.578485167E-1,8.583829400E-1
2.743868308E1,-3.436070825E-2,-1.834030353E-2,-8.750644737E-1,8.759308524E-1
2.744872608E1,-3.560563757E-3,1.301277744E-2,-8.177348632E-1,8.178461447E-1
2.745876908E1,-2.812333028E-2,1.979210322E-2,-8.955735826E-1,8.962336141E-1
2.746881208E1,-8.378945827E-3,7.629702799E-5,-8.565065807E-1,8.565475675E-1
2.747885608E1,-1.246032976E-2,-2.126060402E-2,-7.898939306E-1,7.902782387E-1
2.748889908E1,-3.225338544E-2,-6.882501729E-3,-7.653449804E-1,7.660552125E-1
2.749894208E1,-4.345235886E-2,3.893642630E-3,-8.768630773E-1,8.779476774E-1
2.750898508E1,-1.425293762E-2,1.360636119E-2,-8.066590673E-1,8.068997026E-1
2.751902908E1,-1.292473344E-2,2.944045672E-3,-8.008206224E-1,8.009303250E-1
2.752907208E1,-1.929198127E-2,-2.908771430E-2,-9.038064623E-1,9.044801805E-1
2.753911508E1,-4.986598698E-2,-4.035596581E-2,-9.039567357E-1,9.062301036E-1
2.754915808E1,-1.526505410E-2,1.314832320E-2,-8.589010155E-1,8.591372735E-1
2.755920108E1,5.878411005E-2,7.067876738E-3,-7.572612047E-1,7.595722867E-1
2.756924508E1,1.029070897E-2,-4.183705640E-2,-8.093540490E-1,8.104999781E-1
2.757928808E1,4.287687407E-2,-3.820133993E-2,-7.851033068E-1,7.872007184E-1
2.758933108E1,3.599777789E-2,-6.332260463E-3,-7.252260643E-1,7.261465292E-1
2.759937408E1,9.071728962E-3,-8.678876013E-3,-7.641457164E-1,7.642488437E-1
2.760941708E1,-3.208971593E-2,-3.397034037E-2,-8.526117504E-1,8.538914045E-1
2.761946108E1,-1.787589756E-2,-4.014643449E-3,-9.424273217E-1,9.426053902E-1
2.762950408E1,-3.773448088E-3,1.266096692E-2,-8.159409374E-1,8.160478860E-1
2.763954708E1,-4.121225857E-2,2.355386373E-2,-8.876430041E-1,8.889113215E-1
2.764959008E1,-3.905044701E-2,1.058683162E-2,-9.370426208E-1,9.379157167E-1
2.765963308E1,3.317006668E-3,-7.257308252E-4,-8.062140942E-1,8.062212444E-1
2.766967708E1,-7.626438865E-3,-4.722476313E-3,-8.629461193E-1,8.629927399E-1
2.767972008E1,-4.837648189E-3,-3.562421618E-2,-8.087576330E-1,8.095562961E-1
2.768976308E1,9.813414006E-3,-1.202903822E-2,-8.449828881E-1,8.451254830E-1
2.769980608E1,1.894818098E-2,6.701091863E-4,-7.622061950E-1,7.624419757E-1
2.770984908E1,-3.323682772E-2,-2.776295451E-2,-7.620547521E-1,7.632842941E-1
2.771989308E1,-3.511543304E-2,-3.991448276E-2,-9.514127380E-1,9.528968767E-1
2.772993608E1,1.391334458E-2,-1.012628116E-2,-8.083103210E-1,8.084934741E-1
2.773997908E1,-2.191165722E-2,5.273622070E-3,-8.120525390E-1,8.123652244E-1
2.775002208E1,-7.409598984E-2,-1.289600671E-2,-1.006649045E0,1.009454716E0
2.776006508E1,-1.386038159E-2,2.861115709E-4,-8.324113744E-1,8.325268094E-1
2.777010908E1,-9.504237911E-3,4.860050334E-3,-8.404939806E-1,8.405617658E-1
2.778015208E1,-3.110614117E-2,-2.069724306E-2,-9.051595080E-1,9.059302969E-1
2.779019508E1,1.117314289E-2,-2.309868540E-2,-8.662404406E-1,8.666203836E-1
2.780023808E1,1.080775130E-2,8.633624045E-3,-9.244699377E-1,9.245734220E-1
2.781028208E1,-7.649811739E-3,4.550686944E-4,-8.313629687E-1,8.313982875E-1
2.782032508E1,-1.041582112E-2,-2.247666956E-2,-7.445435107E-1,7.449555217E-1
2.783036808E1,-1.890634369E-2,3.662504023E-3,-9.075556970E-1,9.077599941E-1
2.784041108E1,-1.390412151E-2,4.054110328E-2,-9.193816906E-1,9.203801381E-1
2.785045408E1,-1.336761892E-2,-4.311544960E-3,-7.643012524E-1,7.644303023E-1
2.786049808E1,-1.005230017E-2,-1.901065025E-2,-9.615892321E-1,9.618296652E-1
2.787054108E1,3.213250567E-3,9.578853864E-3,-9.364397728E-1,9.364942753E-1
2.788058408E1,-8.322358027E-3,2.558063658E-2,-7.777673900E-1,7.782324483E-1
2.789062708E1,-5.692472745E-2,-2.187966884E-2,-8.359945482E-1,8.382159800E-1
2.790067008E1,-5.858410786E-2,-3.672344704E-2,-8.412330687E-1,8.440697750E-1
2.791071408E1,1.057690505E-3,-9.699608004E-3,-7.295664525E-1,7.296316946E-1
2.792075708E1,7.566890912E-3,-1.383576390E-2,-7.828544676E-1,7.830132845E-1
2.793080008E1,-1.813982397E-2,-2.594446130E-2,-9.593380541E-1,9.598602348E-1
2.794084308E1,5.611435818E-3,-4.265139995E-2,-7.868978173E-1,7.880728424E-1
2.795088608E1,5.537029998E-3,-2.830035017E-2,-7.098057872E-1,7.103913176E-1
2.796093008E1,-1.688954537E-4,-3.485760966E-2,-9.252066869E-1,9.258631081E-1
2.797097308E1,-1.230337313E-2,-1.682010055E-2,-9.826883250E-1,9.829092700E-1
2.798101608E1,1.917426951E-2,1.095051016E-2,-7.768669188E-1,7.771806584E-1
2.799105908E1,6.980465432E-3,-1.543499566E-2,-8.130898350E-1,8.132662823E-1
2.800110208E1,-2.343102195E-2,-8.658785345E-3,-9.561910826E-1,9.565173149E-1
2.801114608E1,3.050755302E-2,1.603115584E-2,-8.777541929E-1,8.784304935E-1
2.802118908E1,9.273588094E-3,1.846100285E-2,-8.102434105E-1,8.105067503E-1
2.803123208E1,3.486379492E-4,1.074060425E-4,-9.145770335E-1,9.145771063E-1
2.804127508E1,-1.220646467E-2,1.570226823E-2,-9.064955968E-1,9.067137508E-1
2.805131908E1,1.236256477E-2,2.191608603E-2,-7.734234935E-1,7.738327004E-1
2.806136208E1,1.163549777E-2,-1.427522784E-2,-7.842010814E-1,7.844173016E-1
2.807140508E1,-1.657424797E-2,-3.919500114E-2,-8.683267272E-1,8.693688854E-1
2.808144808E1,-2.703305982E-2,-9.190059705E-3,-9.437710118E-1,9.442028205E-1
2.809149108E1,-6.682556646E-3,6.204937343E-3,-8.395894164E-1,8.396389378E-1
2.810153508E1,-2.490708530E-2,3.981624953E-3,-8.005194908E-1,8.009167694E-1
2.811157808E1,-3.738182525E-2,-4.020006442E-3,-8.520118260E-1,8.528409658E-1
2.812162108E1,-1.666833104E-2,5.670099836E-3,-8.674297643E-1,8.676084251E-1
2.813166408E1,-7.096075849E-4,1.564462747E-2,-8.466224474E-1,8.467672799E-1
2.814170708E1,-2.548315710E-2,-1.508118429E-2,-8.774577391E-1,8.779572412E-1
2.815175108E1,-1.904860462E-2,-1.821586747E-2,-9.105377769E-1,9.109191569E-1
2.816179408E1,1.106999664E-2,-2.317678227E-2,-8.088991356E-1,8.093068143E-1
2.817183708E1,6.219929969E-4,-1.648419628E-2,-7.895887059E-1,7.897610019E-1
2.818188008E1,-3.021283051E-2,-3.239345594E-2,-8.672765672E-1,8.684070446E-1
2.819192308E1,1.300560089E-3,-1.926564367E-2,-8.535046202E-1,8.537230190E-1
2.820196708E1,1.637944661E-2,-1.545366107E-2,-7.425846934E-1,7.429260588E-1
2.821201008E1,-2.923279149E-2,-3.821725532E-2,-8.413786644E-1,8.427533278E-1
2.822205308E1,-1.414046322E-3,-3.835217069E-2,-9.277490562E-1,9.285425137E-1
2.823209608E1,1.061137393E-2,-1.442964002E-2,-8.255110753E-1,8.257053658E-1
2.824213908E1,-1.981643768E-2,-3.017811952E-3,-8.041055882E-1,8.043553912E-1
2.825218308E1,-3.072378580E-2,-2.379046583E-2,-8.461687034E-1,8.470604535E-1
2.826222608E1,-1.163867719E-2,-9.326126240E-4,-8.047043431E-1,8.047890459E-1
2.827226908E1,1.426456809E-2,2.906258041E-3,-7.771610337E-1,7.772973669E-1
2.828231208E1,-1.357260037E-2,-3.259026043E-2,-8.532011497E-1,8.539312281E-1
2.829235508E1,-9.687351692E-3,-2.818592747E-2,-9.237039524E-1,9.241846585E-1
2.830239908E1,1.577711031E-2,-3.216927918E-3,-8.385304856E-1,8.386850667E-1
2.831244208E1,-2.823789231E-2,-4.307981813E-3,-8.234130943E-1,8.239084058E-1
2.832248508E1,-1.923570639E-2,-4.594943058E-3,-9.118791282E-1,9.120935645E-1
2.833252808E1,-1.026832738E-3,-4.936329089E-5,-8.834394407E-1,8.834400389E-1
2.834257108E1,7.333374589E-3,-2.306909300E-5,-7.544077635E-1,7.544434058E-1
2.835261508E1,-1.985168543E-3,-1.599186986E-2,-7.840467149E-1,7.842123003E-1
2.836265808E1,-2.039178543E-2,-2.052491466E-2,-8.240147728E-1,8.245225544E-1
2.837270108E1,-6.692152019E-3,1.190924339E-2,-7.800074583E-1,7.801270730E-1
2.838274408E1,-1.828466590E-2,5.232673287E-3,-7.524653184E-1,7.527056299E-1
2.839278808E1,-4.020573348E-2,-6.309556821E-3,-8.837423265E-1,8.846789311E-1
2.840283108E1,-2.321520030E-2,9.486650582E-4,-9.012553221E-1,9.015547688E-1
2.841287408E1,-4.415111484E-3,6.901295045E-3,-8.217717808E-1,8.218126191E-1
2.842291708E1,4.479127075E-4,-6.549703795E-3,-8.274599522E-1,8.274859949E-1
2.843296008E1,-2.765132065E-2,-1.389399852E-2,-8.548547423E-1,8.554146767E-1
2.844300408E1,1.000352389E-2,-2.273123357E-3,-7.147455150E-1,7.148191301E-1
2.845304708E1,3.154639082E-3,-1.062662923E-2,-6.707376158E-1,6.708292080E-1
2.846309008E1,-2.141548214E-2,-2.754636085E-2,-7.162447411E-1,7.170941040E-1
2.847313308E1,8.606630922E-3,-2.472687000E-2,-6.406513524E-1,6.411861255E-1
2.848317608E1,-7.011834830E-3,-6.958643440E-3,-5.720933336E-1,5.721786180E-1
2.849322008E1,-1.124265624E-2,-2.675722428E-3,-6.241861778E-1,6.242931534E-1
2.850326308E1,-2.340017789E-2,-2.467675754E-2,-6.460407311E-1,6.469351876E-1
2.851330608E1,-1.698016351E-2,9.478793386E-3,-5.743404186E-1,5.746695484E-1
2.852334908E1,-6.089322357E-3,-3.367740400E-3,-4.982973790E-1,4.983459636E-1
2.853339208E1,-3.540451390E-2,-9.757659892E-3,-5.731405699E-1,5.743159448E-1
2.854343608E1,6.881183821E-3,-8.629311724E-3,-6.232874608E-1,6.233851735E-1
2.855347908E1,-2.813698445E-4,6.125552254E-3,-5.388618529E-1,5.388967416E-1
2.856352208E1,9.738914541E-3,-1.107742215E-2,-5.075774950E-1,5.077917577E-1
2.857356508E1,-8.056972094E-3,-1.865559636E-2,-5.283830577E-1,5.287736773E-1
2.858360808E1,-8.428039597E-3,-1.275405642E-2,-5.050327867E-1,5.052641027E-1
2.859365208E1,1.172765080E-2,3.472560877E-3,-4.568341881E-1,4.569978905E-1
2.860369508E1,-2.301441697E-2,-4.198492700E-3,-4.529416966E-1,4.535454457E-1
2.861373808E1,-2.340638598E-2,-2.503010295E-3,-4.652167565E-1,4.658119304E-1
2.862378108E1,1.521343415E-2,1.827780227E-2,-4.230039525E-1,4.236718901E-1
2.863382408E1,5.350142936E-3,2.746990850E-2,-4.318350023E-1,4.327409030E-1
2.864386808E1,-2.124722166E-2,-4.537430210E-3,-4.595291698E-1,4.600424878E-1
2.865391108E1,-2.779071964E-3,9.241040116E-3,-3.709152013E-1,3.710407075E-1
2.866395408E1,-1.544431237E-2,4.619958177E-3,-3.004100597E-1,3.008422756E-1
2.867399708E1,-8.525509941E-3,3.517666664E-3,-3.243596703E-1,3.244907610E-1
2.868404108E1,-3.552749958E-3,-6.863014055E-3,-3.278025109E-1,3.278935942E-1
2.869408408E1,8.754243425E-3,-2.094942251E-2,-2.697227025E-1,2.706766546E-1
2.870412708E1,-1.116653051E-2,-1.499262638E-4,-2.445749974E-1,2.448298251E-1
2.871417008E1,-2.171530270E-2,4.685081542E-5,-2.477190453E-1,2.486690209E-1
2.872421308E1,5.711521420E-3,-4.527078811E-3,-2.019131273E-1,2.020446161E-1
2.873425708E1,9.707129442E-3,-1.459733633E-2,-1.384445250E-1,1.395499806E-1
2.874430008E1,-2.367780643E-2,-3.304800605E-3,-2.087988085E-1,2.101630382E-1
2.875434308E1,-1.586445309E-2,-2.075876674E-2,-2.272116905E-1,2.287088970E-1
2.876438608E1,-2.810160422E-3,-7.312262943E-3,-1.432357335E-1,1.434497875E-1
2.877442908E1,-2.294829775E-2,3.185426043E-3,-2.074527794E-1,2.087424897E-1
2.878447308E1,-1.220021546E-2,-5.549866464E-3,-2.808014220E-1,2.811211214E-1
2.879451608E1,-1.455145853E-3,1.222466413E-2,-2.137408751E-1,2.140951227E-1
2.880455908E1,1.580618878E-3,1.615736433E-2,-1.568591613E-1,1.576970363E-1
2.881460208E1,-3.984064339E-3,1.626978619E-3,-2.221246129E-1,2.221662969E-1
2.882464508E1,-5.541036255E-4,1.961676897E-3,-2.381436449E-1,2.381523689E-1
2.883468908E1,2.817779390E-2,-7.914115023E-3,-1.433906847E-1,1.463472232E-1
2.884473208E1,8.377545692E-3,8.326626951E-3,-1.074665612E-1,1.081137261E-1
2.885477508E1,-2.504223136E-3,-1.220173208E-2,-1.406986266E-1,1.412489184E-1
2.886481808E1,9.481872311E-3,-9.521962283E-3,-1.179476953E-1,1.187107092E-1
2.887486108E1,-9.003519821E-3,1.121148784E-3,-7.932800531E-2,7.984518001E-2
2.888490508E1,-3.800781308E-2,-6.341570327E-3,-1.004346997E-1,1.075729439E-1
2.889494808E1,-1.344495520E-2,4.097025236E-3,-1.875547045E-1,1.880806200E-1
2.890499108E1,2.184638311E-2,1.172675544E-2,-1.044786340E-1,1.073804741E-1
2.891503408E1,-1.631665528E-2,6.648841510E-3,-8.067871213E-2,8.258023325E-2
2.892507708E1,-2.716241805E-2,-8.785286201E-3,-1.868097693E-1,1.889784858E-1
2.893512108E1,-2.253315914E-3,7.235472556E-3,-1.580695349E-1,1.582510896E-1
2.894516408E1,2.413746610E-3,1.314021019E-2,-7.379186153E-2,7.499153369E-2
2.895520708E1,-2.304500293E-2,-7.393831601E-3,-1.508827221E-1,1.528114418E-1
2.896525008E1,-3.467951627E-3,-1.689045900E-2,-1.770811719E-1,1.779186773E-1
2.897529308E1,6.699157257E-3,2.721221074E-3,-1.092715967E-1,1.095105730E-1
2.898533708E1,-3.590144729E-3,-3.702493496E-3,-6.825688720E-2,6.845144445E-2
2.899538008E1,-2.454482745E-2,-1.931698954E-2,-1.149591833E-1,1.191268587E-1
2.900542308E1,1.140186496E-3,-7.357679363E-3,-1.089716345E-1,1.092256957E-1
2.901546608E1,-2.917947904E-3,-1.410001237E-4,1.751474977E-2,1.775671029E-2
2.902550908E1,-5.233624830E-2,-2.306452487E-2,-2.409812987E-2,6.206267040E-2
2.903555308E1,-1.292078200E-2,-9.088089745E-3,-5.762898803E-2,5.975483448E-2
2.904559608E1,2.386663495E-2,-5.069718696E-4,3.278416872E-2,4.055459287E-2
2.905563908E1,5.091211782E-3,4.420111310E-3,4.521067142E-2,4.571064025E-2
2.906568208E1,-4.056915164E-2,-2.524338928E-2,-2.798886716E-2,5.537563952E-2
2.907572508E1,3.609047681E-3,-2.059838858E-2,-1.331878781E-2,2.479332462E-2
2.908576908E1,1.179433418E-2,1.658507902E-4,-4.505221188E-2,4.657075929E-2
2.909581208E1,1.455165725E-2,-9.033071101E-3,-6.690618038E-2,6.906362339E-2
2.910585508E1,8.857069910E-3,-3.068728410E-3,-6.466201901E-2,6.533790236E-2
2.911589808E1,7.450204699E-3,1.017302234E-2,-2.334734738E-2,2.653478025E-2
2.912594108E1,4.810410670E-3,-1.358198561E-3,-3.736955523E-3,6.240960722E-3
2.913598508E1,-1.796862846E-2,-1.351921027E-2,-9.055758297E-2,9.330764432E-2
2.914602808E1,-5.514200733E-3,-9.178209957E-4,-2.843734860E-2,2.898157347E-2
2.915607108E1,1.019265619E-4,1.221338083E-2,7.514958501E-2,7.613564991E-2
2.916611408E1,-1.022943198E-2,-2.111731069E-3,1.561317676E-1,1.564807642E-1
2.917615808E1,-2.530518933E-2,-1.305855931E-2,1.749931312E-1,1.772948802E-1
2.918620108E1,4.785628526E-3,6.794610769E-3,1.288083136E-2,1.532921369E-2
2.919624408E1,1.371594623E-2,-1.229623770E-3,1.522404456E-1,1.528620046E-1
2.920628858E1,-3.361923334E-2,-1.229535148E-2,1.651154298E-1,1.689512760E-1
2.921633158E1,-3.071310549E-2,1.527329274E-3,-1.439923632E-1,1.472393570E-1
2.922637558E1,5.213994174E-3,6.531394701E-3,7.096356332E-2,7.145398639E-2
2.923641858E1,-5.458626145E-2,1.110322298E-2,1.260513514E-1,1.378110471E-1
2.924646158E1,-7.703690634E-3,9.327350501E-3,-1.610533690E-1,1.615070710E-1
2.925650458E1,2.171604959E-2,1.343289074E-2,4.012885630E-2,4.756421419E-2
2.926654758E1,1.740341969E-2,1.353387399E-2,1.491045839E-1,1.507256504E-1
2.927659158E1,-8.769183517E-3,7.097560493E-3,-4.925694466E-3,1.231001261E-2
2.928663458E1,1.318186247E-2,3.737185758E-2,3.937982798E-2,5.586759426E-2
2.929667758E1,3.100499347E-2,3.776002133E-2,1.062901014E-1,1.169816844E-1
2.930672058E1,-8.465450357E-3,1.740802894E-2,4.611582041E-2,5.001372025E-2
2.931676358E1,-2.366989213E-2,1.906489232E-2,-1.016713858E-2,3.204847296E-2
2.932680758E1,1.600487763E-2,3.344547967E-2,3.159601450E-2,4.871410833E-2
2.933685058E1,-7.042717722E-3,2.026247517E-2,4.417162120E-2,4.910498847E-2
2.934689358E1,-3.978884071E-2,-1.622870950E-2,1.303578258E-2,4.490494944E-2
2.935693658E1,-2.650785652E-2,-7.654928053E-3,-2.213989735E-2,3.537568989E-2
2.936697958E1,-1.246876483E-2,-1.295293484E-2,5.091053724E-2,5.399195699E-2
2.937702358E1,-1.216286180E-2,-2.819599564E-2,1.033027589E-1,1.077701693E-1
2.938706658E1,-3.047532938E-2,-3.539654936E-2,3.161004782E-3,4.681509755E-2
2.939710958E1,3.691936531E-3,-2.172180315E-2,4.567377090E-2,5.071055587E-2
2.940715258E1,-8.847010871E-3,-2.815388655E-3,8.324680924E-2,8.376292297E-2
2.941719558E1,-3.992012441E-2,-2.192883113E-2,4.103517473E-2,6.130559136E-2
2.942723958E1,-4.343584048E-2,-1.413653919E-2,-1.045891464E-2,4.686046173E-2
2.943728258E1,-2.702518892E-2,1.563372790E-2,6.543502092E-2,7.250183617E-2
2.944732558E1,-7.102162892E-3,1.311327646E-2,5.944922626E-2,6.129118403E-2
2.945736858E1,-2.066899370E-2,1.202246924E-2,-3.470673323E-2,4.214622639E-2
2.946741258E1,-1.149689820E-2,3.754795013E-2,-1.629560530E-2,4.251557337E-2
2.947745558E1,2.090769486E-2,2.067224622E-2,7.740894914E-2,8.280470322E-2
2.948749858E1,4.794634609E-3,6.753250854E-3,5.558363199E-3,9.974483424E-3
2.949754158E1,1.777811887E-2,1.715145495E-2,-2.108564436E-2,3.247827451E-2
2.950758458E1,4.367435206E-2,1.777348906E-2,3.250291765E-2,5.726941240E-2
2.951762858E1,-1.468597190E-2,8.573644403E-3,4.208416522E-2,4.539011028E-2
2.952767158E1,-1.226405061E-2,1.288203735E-2,-2.752050519E-2,3.276785055E-2
2.953771458E1,-1.064071508E-2,1.188390850E-2,-2.692233503E-2,3.129319770E-2
2.954775758E1,-8.343947043E-3,-9.302006476E-4,7.471747577E-2,7.518768457E-2
2.955780058E1,-2.562162419E-2,-8.622605698E-3,7.082732320E-2,7.581112495E-2
2.956784458E1,-2.234738899E-2,-1.678479798E-2,-5.251676738E-2,5.949072276E-2
2.957788758E1,8.322111347E-3,-1.389158654E-2,4.463062763E-2,4.747764355E-2
2.958793058E1,-6.798920806E-3,-2.705028855E-2,8.833973408E-2,9.263828610E-2
